Item,Quantidade,Unid.,Tipo Cota,Descrição,Vl. Unitário,Vl. Total
737,25,AMP,Reservada,"SACARATO DE HIDRÓXIDO DE FERRO III SOLUÇÃOINJETÁVEL ENDOVENOSA FRC C/5ML",,,
738,1000,ENV,Reservada,"SACCHAROMYCES BOULARDII - 17 LIOFLIZADO - ENV. C/ 1GPÓ USO PEDIATRICO",,,
739,1000,SACHE,Reservada,SACCHAROMYCES BOULARDII - 17 LIOFLIZADO 100 MG,,,
740,500,FLAC,Reservada,"SACCHAROMYCES CEREVISIAE 100 MILHÕES / ML FRASCOCOM 5 ML",,,
741,500,FLAC,Reservada,"SACCHAROMYCES CEREVISIAE 50 MILHÕES / ML FRASCOCOM 5 ML",,,
742,300,CP,Reservada,SACUBITRIL VALSARTANA SÓDICA HIDRATADA 97/103 MG,,,
743,200,COMP,Reservada,SECNIDAZOL 1.000 MG,,,
744,1500,FRC,Reservada,SIMETICONA 75MG/ML GOTAS FRASCO COM 10ML,,,
745,3750,COMP,Reservada,SUCCINATO DE METOPROLOL 25 MG,,,
746,4000,COMP,Reservada,SUCCINATO DE METROPOLOL 50 MG,,,
747,150,COMP,Reservada,SUCCINATO DE SOLIFENACINA 5 MG,,,
748,25,AMP,Reservada,"SULF.TERBUTALINA 0,5 MG COM 1 ML",,,
749,500,COMP,Reservada,"SULFADIAZINA 800MG, TRIMETOPINA 160MG",,,
750,175,TB,Reservada,SULFADIAZINA DE PRATA 1% 30 G,,,
751,12,AMP,Reservada,"SULFATO DE ATROPINA 0,25 MG/ ML",,,
752,3750,SACHE,Reservada,"SULFATO DE GLICOSAMINA 1,5 G,SULFATO DECONDROITINA 1,2G",,,
753,1250,COMP,Reservada,"SULFATO DE GLICOSAMINA 500MG, SULFATO DECONDROITINA 400MG",,,
754,1250,COMP,Reservada,SULFATO DE MORFINA 10 MG,,,
755,1250,COMP,Reservada,SULFATO DE MORFINA 30 MG,,,
756,50,AMP,Reservada,"SULFATO DE MORFINA PENTAIDRATADO 1MG/MLINJETÁVEL - AMPOLA DE 2ML",,,
757,50,AMP,Reservada,"SULFATO DE MORFINA PENTAIDRATO 10MG/ML INJETÁVEL- AMPOLA DE 1ML",,,
758,500,TB,Reservada,"SULFATO DE NEOMICINA + BACITRACINA 5 MG/250 UI -TUBO COM 10 G",,,
759,3750,COMP,Reservada,SULFATO FERROSO 40 MG,,,
760,2500,COMP,Reservada,SUPLEMENTO DE VITAMINAS E MINERAIS DE A a ZINCO,,,
761,100,UN,Reservada,SUPOSITORIO DE GLICERINA LACTENTE,,,
762,750,CP,Reservada,"TIBOLONA 2,5 MG",,,
763,250,COMP,Reservada,TICAGRELOR 90 MG,,,
764,125,FRC,Reservada,"TOBRAMICINA 3 MG, DEXAMETASONA 01 MG - FRC C/ 5 MLSOLUÇÃO OFTÁLMICA",,,
765,125,FRC,Reservada,"TOBRAMICINA 3 MG/ML - FRC C/ 05 ML SOLUÇÃOOFTÁLMICA",,,
766,500,COMP,Reservada,TOPIRAMATO 100MG,,,
767,1250,CP,Reservada,TOPIRAMATO 25 MG,,,
768,1500,COMP,Reservada,TOPIRAMATO 50 MG,,,
769,500,COMP,Reservada,"TRILEPTAL OXCARBAMAZEPINA 600 MG (É NECESSÁRIO OMEDICAMENTO ÉTICO)",,,
770,6,FRC,Reservada,TROMETAMOL CETOROLACO 5 MG COLIRIO COM 5 ML,,,
771,100,TB,Reservada,"VALERATO DE BETAMETASONA 0,05%, SULFATO DEGENTAMICINA 0,1%, TOLNAFTATO 1%, CLIOQUINOL 1% -TUBO C/ 20 G",,,
772,750,COMP,Reservada,"VALPROATO DE SÓDIO 333 MG,ÁCIDO VALPROICO 145,0 MG",,,
773,500,COMP,Reservada,VALSARTANA + BESILATO DE ANLODIPINO 160/5MG,,,
774,1500,COMP,Reservada,VALSARTANA 160 MG,,,
775,1500,COMP,Reservada,VALSARTANA 320 MG,,,
776,300,COMP,Reservada,VALSARTANA 320 MG + ANLODIPINO 10 MG,,,
777,1250,COMP,Reservada,VARFARINA SÓDICA 5MG,,,
778,1400,COMP,Reservada,"VILDAGLIPTINA 50 MG,CLORIDRATO DE METFORMINA 850MG",,,
779,250,AMP,Reservada,"VIT. B1 (CLORIDRATO DE TIAMINA) 100 MG, VIT. B6(CLORIDRATO DE PIRIDOXINA) 100 MG, VIT. B12(CIANOCOBALAMINA) 5000 MCG 2 ML",,,
780,1000,COMP,Reservada,VITAMINA E 400MG,,,
"",,,,,,,
Nome do Representante:,
Identidade n.o,CPF n.o
Local e Data:,
Assinatura:,
ITEM QTD.,,UNID.,DESCRIÇAO,MARCA,VALOR UNIT.,VALOR TOTAL
"",,,,,,
"",,,,,,
VALOR TOTAL:,,,,,,
ITEM QTD.,,UNID.,DESCRIÇAO,MARCA,VALOR UNIT.,VALOR TOTAL
"",,,,,,
"",,,,,,
VALOR TOTAL:,,,,,,
